Date,Worker,Company,Hours,"Rate per Hour",Taxable,Status,"Shift Type","Paid At"
2023-05-20,"Eden Parker","Baker Ltd",16,£12,Yes,Complete,Day,"2023-05-25 10:27:15"
2023-05-20,"Dale Chapman","Murray Ltd",12,£14,Yes,Complete,Night,"2023-05-20 22:56:32"
2023-05-20,"Will Wilson","Saunders Ltd",16,£14.58,Yes,Pending,Day,
2023-05-20,"Michael Bennett","Murray Ltd",8,£14,Yes,Pending,Night,
2023-05-20,"Charles Hunt","Bailey Ltd",7,£18,Yes,Pending,Day,
2023-05-20,"Bruce Rogers","Miller Ltd",6,£13,Yes,Complete,Day,"2023-05-25 11:28:45"
2023-05-20,"Linda Powell","Young Ltd",6,£15,Yes,Complete,Day,"2023-05-26 16:33:37"
2023-05-20,"Poppy Hill","Rose Ltd",8,£15,Yes,Complete,Day,"2023-06-01 00:26:55"
2023-05-20,"Poppy Hill","Watson Ltd",2,£19.6,Yes,Complete,Day,"2023-05-31 14:24:21"
2023-05-20,"Linda Powell","Murray Ltd",5,£10.15,No,Pending,Night,
2023-05-20,"Leo Murray","Thomas Ltd",16,£13,Yes,Pending,Day,
2023-05-20,"Leo Murray","Richards Ltd",9,£15.69,Yes,Complete,Day,"2023-05-20 20:06:47"
2023-05-20,"Kimberly Richards","Parker Ltd",11,£14,Yes,Complete,Day,"2023-05-31 21:01:03"
2023-05-20,"Poppy Hill","Cooper Ltd",13,£14,Yes,Complete,Night,"2023-06-02 09:01:16"
2023-05-20,"Kimberly Richards","Harris Ltd",4,£17.83,Yes,Pending,Day,
2023-05-20,"Shannon Lee","Clark Ltd",14,£14,Yes,Processing,Day,
2023-05-20,"Isobel Stevens","Clark Ltd",6,£17,No,Complete,Day,"2023-05-30 04:32:42"
2023-05-20,"Isobel Stevens","Clark Ltd",9,£13,No,Complete,Day,"2023-05-21 20:07:05"
2023-05-20,"Isobel Stevens","Harris Ltd",16,£17.98,Yes,Processing,Day,
2023-05-20,"Poppy Hill","Robinson Ltd",12,£10,Yes,Pending,Day,
2023-05-20,"Shannon Lee","Rogers Ltd",3,£15,Yes,Processing,Day,
2023-05-20,"Isobel Stevens","Baker Ltd",9,£10,No,Complete,Day,"2023-05-31 00:10:49"
2023-05-20,"Will Wilson","Williams Ltd",5,£18,Yes,Pending,Day,
2023-05-20,"Isobel Stevens","Baker Ltd",4,£17,Yes,Pending,Day,
2023-05-20,"Shannon Lee","Clarke Ltd",13,£11,Yes,Pending,Night,
2023-05-20,"Mason Richards","Bailey Ltd",5,£12,Yes,Pending,Holiday,
2023-05-20,"Michael Bennett","Griffiths Ltd",3,£15,No,Complete,Day,"2023-05-26 14:20:57"
2023-05-20,"Mary Bell","King Ltd",6,£12.06,No,Complete,Day,"2023-05-25 11:37:45"
2023-05-20,"Eden Parker","Fox Ltd",5,£19,Yes,Failed,Day,
2023-05-20,"Freddie Scott","Shaw Ltd",8,£13,Yes,Complete,Day,"2023-05-28 21:37:12"
2023-05-20,"Eden Parker","Bailey Ltd",4,£13,Yes,Complete,Night,"2023-05-25 15:23:37"
2023-05-20,"Poppy Hill","Robertson Ltd",5,£14,Yes,Complete,Day,"2023-05-26 02:38:36"
2023-05-20,"Leo Murray","Cook Ltd",4,£11,Yes,Complete,Day,"2023-05-23 20:36:05"
2023-05-20,"Mary Bell","Robertson Ltd",4,£19.59,No,Processing,Day,
2023-05-20,"Freddie Scott","Saunders Ltd",16,£13,No,Complete,Day,"2023-05-22 10:23:34"
2023-05-20,"Mary Bell","Davies Ltd",6,£16,Yes,Complete,Night,"2023-05-20 22:51:25"
2023-05-20,"Mary Bell","Saunders Ltd",3,£17,Yes,Complete,Day,"2023-05-30 17:33:28"
2023-05-20,"Mason Richards","Williams Ltd",12,£16.7,Yes,Pending,Day,
2023-05-20,"Will Wilson","Turner Ltd",1,£11,Yes,Pending,Day,
2023-05-20,"Poppy Hill","Fox Ltd",2,£16.51,Yes,Pending,Day,
2023-05-20,"Poppy Hill","Williams Ltd",3,£14,Yes,Processing,Day,
2023-05-20,"Mason Richards","Butler Ltd",6,£16,Yes,Complete,Night,"2023-05-22 05:49:22"
2023-05-20,"Mason Richards","Parker Ltd",3,£16,Yes,Complete,Day,"2023-06-02 06:39:14"
2023-05-20,"Mason Richards","Miller Ltd",3,£19.74,Yes,Pending,Day,
2023-05-20,"Poppy Hill","Richards Ltd",13,£19.51,Yes,Pending,Night,
2023-05-20,"Linda Powell","Murray Ltd",3,£14.83,Yes,Complete,Night,"2023-06-01 20:26:47"
2023-05-20,"Megan Bell","Davis Ltd",13,£14.88,Yes,Pending,Day,
2023-05-20,"Michael Bennett","Richardson Ltd",6,£18,No,Complete,Day,"2023-05-23 03:28:42"
2023-05-20,"Sarah Butler","Morris Ltd",14,£20,Yes,Complete,Day,"2023-05-29 22:08:34"
2023-05-20,"Kelly Edwards","Moore Ltd",11,£15,Yes,Pending,Day,
2023-05-20,"Sofia Palmer","Jones Ltd",11,£17.67,Yes,Complete,Day,"2023-05-20 12:03:30"
2023-05-20,"Mohammed Simpson","Morgan Ltd",15,£16.6,Yes,Complete,Night,"2023-06-02 08:47:24"
2023-05-20,"Kelly Edwards","Lee Ltd",1,£11,Yes,Complete,Day,"2023-05-22 08:36:46"
2023-05-20,"Sebastian James","Clark Ltd",9,£10,Yes,Complete,Day,"2023-05-21 12:24:28"
2023-05-20,"Freya Cox","Clarke Ltd",13,£13,Yes,Complete,Night,"2023-05-23 04:28:28"
2023-05-20,"Louis Williams","Richards Ltd",2,£19.42,Yes,Pending,Day,
2023-05-20,"Mohammed Simpson","Thompson Ltd",9,£12.33,Yes,Complete,Day,"2023-06-02 04:07:32"
2023-05-20,"Bradley Brown","Thompson Ltd",3,£18,Yes,Complete,Day,"2023-05-24 02:52:36"
2023-05-20,"Megan Bell","Hughes Ltd",3,£15,Yes,Pending,Day,
2023-05-20,"Sebastian James","Taylor Ltd",5,£18,Yes,Failed,Day,
2023-05-20,"Freya Cox","Campbell Ltd",1,£13,No,Pending,Holiday,
2023-05-20,"Mohammed Simpson","Murray Ltd",10,£13,Yes,Pending,Day,
2023-05-20,"Sofia Palmer","Lee Ltd",1,£11.64,No,Complete,Night,"2023-05-25 00:58:32"
2023-05-20,"Mohammed Simpson","Lee Ltd",16,£19.9,No,Pending,Day,
2023-05-20,"Megan Bell","Bennett Ltd",4,£17,Yes,Complete,Day,"2023-05-29 05:50:08"
2023-05-20,"Sarah Butler","Chapman Ltd",7,£15.85,Yes,Pending,Night,
2023-05-20,"Sofia Palmer","Davies Ltd",2,£13.37,Yes,Complete,Day,"2023-05-31 19:07:21"
2023-05-20,"Kelly Edwards","Parker Ltd",14,£13,Yes,Pending,Day,
2023-05-20,"Mohammed Simpson","Young Ltd",5,£18,Yes,Pending,Day,
2023-05-20,"Sarah Butler","White Ltd",5,£10,Yes,Pending,Day,
2023-05-20,"Kelly Edwards","Robertson Ltd",1,£13,Yes,Pending,Day,
2023-05-20,"Kelly Edwards","James Ltd",2,£16,Yes,Complete,Day,"2023-05-31 03:46:47"
2023-05-20,"Sebastian James","Fox Ltd",16,£12,Yes,Complete,Day,"2023-05-25 06:32:59"
2023-05-21,"Joshua Harris","Saunders Ltd",10,£11.52,Yes,Processing,Day,
2023-05-21,"Eden Graham","Williams Ltd",10,£13,No,Complete,Night,"2023-05-26 14:49:40"
2023-05-21,"Sarah Butler","Richardson Ltd",8,£13,Yes,Complete,Day,"2023-05-23 05:22:56"
2023-05-21,"Mason Richards","Taylor Ltd",12,£15.79,No,Complete,Day,"2023-05-24 01:54:32"
2023-05-21,"Poppy Hill","Baker Ltd",15,£16,Yes,Complete,Night,"2023-06-01 01:51:25"
2023-05-21,"Mason Richards","Mason Ltd",10,£11.53,Yes,Pending,Holiday,
2023-05-21,"Dale Khan","Adams Ltd",7,£18,Yes,Pending,Day,
2023-05-21,"Isabella Reid","Watson Ltd",6,£10.59,Yes,Pending,Day,
2023-05-21,"Dale Khan","Davies Ltd",10,£14,Yes,Complete,Day,"2023-05-23 01:08:49"
2023-05-21,"Kelly Edwards","Clarke Ltd",15,£18,Yes,Pending,Night,
2023-05-21,"Joshua Harris","Moore Ltd",11,£11,Yes,Complete,Day,"2023-05-30 19:59:22"
2023-05-21,"Leo Murray","Baker Ltd",16,£18,No,Complete,Day,"2023-05-29 19:34:24"
2023-05-21,"Kimberly Richards","Cooper Ltd",11,£14,Yes,Complete,Day,"2023-06-02 03:05:32"
2023-05-21,"Joshua Harris","Graham Ltd",15,£17.68,Yes,Complete,Night,"2023-05-23 18:08:40"
2023-05-21,"Poppy Hill","James Ltd",13,£17,Yes,Complete,Day,"2023-06-01 19:01:23"
2023-05-21,"Mary Bell","Lloyd Ltd",15,£20,Yes,Complete,Day,"2023-05-31 19:40:40"
2023-05-21,"Kirsten Cox","Chapman Ltd",8,£15.55,No,Complete,Day,"2023-05-23 16:14:29"
2023-05-21,"Kelly Edwards","Hughes Ltd",12,£16.88,No,Pending,Day,
2023-05-21,"Sofia Palmer","King Ltd",12,£20,Yes,Complete,Day,"2023-05-27 08:35:54"
2023-05-21,"Freya Cox","Davis Ltd",6,£12,Yes,Complete,Day,"2023-05-28 06:07:43"
2023-05-21,"Freya Patel","Robertson Ltd",5,£15.7,Yes,Complete,Day,"2023-05-26 07:51:43"
2023-05-21,"Freddie Scott","James Ltd",14,£12,No,Pending,Day,
2023-05-21,"Megan Bell","Richards Ltd",2,£15,Yes,Complete,Day,"2023-05-25 05:35:35"
2023-05-21,"Joshua Harris","Davies Ltd",1,£16,Yes,Pending,Day,
2023-05-21,"Mary Bell","Taylor Ltd",6,£11,Yes,Complete,Night,"2023-05-25 02:28:31"
2023-05-21,"Sophia Murray","Cox Ltd",7,£16,Yes,Pending,Day,
2023-05-21,"Eden Graham","Turner Ltd",6,£15.2,Yes,Complete,Day,"2023-05-21 13:08:29"
2023-05-21,"Louis Williams","Parker Ltd",15,£12,No,Complete,Night,"2023-05-25 12:21:00"
2023-05-21,"Mary Bell","Harris Ltd",10,£15.88,Yes,Complete,Night,"2023-05-27 18:36:00"
2023-05-21,"Freddie Scott","Shaw Ltd",8,£15,No,Processing,Night,
2023-05-21,"Mary Bell","Clarke Ltd",9,£10,Yes,Complete,Night,"2023-05-30 12:15:15"
2023-05-21,"Mary Jones","Murray Ltd",16,£18,Yes,Pending,Night,
2023-05-21,"Joshua Harris","Morris Ltd",5,£15.04,Yes,Complete,Day,"2023-05-23 03:02:12"
2023-05-21,"Eden Graham","Jackson Ltd",4,£10,Yes,Pending,Day,
2023-05-21,"Will Wilson","Moore Ltd",9,£12,No,Pending,Day,
2023-05-21,"Sofia Palmer","Murray Ltd",11,£18,No,Pending,Night,
2023-05-21,"Poppy Hill","Brown Ltd",10,£17,Yes,Complete,Day,"2023-06-01 13:43:42"
2023-05-21,"Kelly Edwards","Robertson Ltd",2,£15,Yes,Complete,Holiday,"2023-05-22 03:33:14"
2023-05-21,"Linda Powell","Cox Ltd",2,£18,Yes,Complete,Day,"2023-06-02 02:18:05"
2023-05-21,"Freya Cox","Smith Ltd",6,£10.69,Yes,Pending,Night,
2023-05-21,"Isabella Reid","Smith Ltd",15,£16,Yes,Processing,Day,
2023-05-21,"Candice Wright","Ross Ltd",16,£11,Yes,Pending,Night,
2023-05-21,"Will Wilson","James Ltd",11,£13,Yes,Complete,Day,"2023-05-30 08:49:46"
2023-05-21,"Poppy Hill","Rogers Ltd",9,£20,Yes,Pending,Holiday,
2023-05-21,"Isobel Stevens","Griffiths Ltd",13,£11.09,No,Complete,Night,"2023-05-29 12:50:33"
2023-05-21,"Shannon Lee","Turner Ltd",5,£19,Yes,Complete,Day,"2023-06-01 20:58:08"
2023-05-21,"Dale Khan","Harris Ltd",6,£19.22,Yes,Processing,Day,
2023-05-21,"Shannon Lee","Graham Ltd",10,£11,No,Pending,Day,
2023-05-21,"Dale Khan","Ross Ltd",9,£12,Yes,Pending,Night,
2023-05-21,"Kimberly Richards","Cook Ltd",1,£11,Yes,Complete,Day,"2023-05-21 23:52:40"
2023-05-21,"Oliver Butler","Thompson Ltd",4,£13.38,Yes,Complete,Day,"2023-05-31 12:38:42"
2023-05-21,"Poppy Hill","Turner Ltd",7,£14.56,Yes,Pending,Day,
2023-05-21,"Louis Williams","Griffiths Ltd",3,£11,Yes,Processing,Day,
2023-05-21,"Oliver Butler","Moore Ltd",5,£17,Yes,Pending,Day,
2023-05-21,"Isobel Stevens","Stewart Ltd",11,£19,Yes,Pending,Day,
2023-05-21,"Mia Kelly","Davies Ltd",16,£10,Yes,Pending,Day,
2023-05-21,"Kimberly Richards","Robertson Ltd",2,£16,Yes,Complete,Night,"2023-05-30 12:18:11"
2023-05-21,"Will Wilson","Rogers Ltd",16,£14.72,No,Complete,Night,"2023-05-28 05:31:00"
2023-05-21,"Isobel Stevens","Khan Ltd",1,£20,No,Complete,Night,"2023-05-21 01:49:29"
2023-05-21,"Will Wilson","Cooper Ltd",2,£18.63,Yes,Pending,Day,
2023-05-21,"Poppy Hill","Parker Ltd",4,£17,Yes,Complete,Day,"2023-05-28 22:22:05"
2023-05-21,"Kirsten Cox","Moore Ltd",16,£14,No,Complete,Day,"2023-05-28 15:29:37"
2023-05-21,"Joshua Harris","Anderson Ltd",9,£15,Yes,Pending,Day,
2023-05-21,"Eden Graham","Jones Ltd",14,£17,Yes,Complete,Night,"2023-05-22 16:57:46"
2023-05-21,"Sofia Palmer","Stewart Ltd",1,£17,Yes,Complete,Day,"2023-05-21 02:29:02"
2023-05-21,"Joshua Harris","Harris Ltd",15,£19.38,Yes,Complete,Night,"2023-05-27 06:35:12"
2023-05-21,"Freya Cox","Robertson Ltd",13,£18.19,No,Pending,Day,
2023-05-21,"Isabella Reid","Adams Ltd",4,£19,Yes,Pending,Night,
2023-05-21,"Abigail Lewis","Parker Ltd",11,£16,Yes,Pending,Day,
2023-05-21,"Poppy Hill","Robertson Ltd",3,£16.92,Yes,Pending,Day,
2023-05-21,"Freya Cox","Baker Ltd",10,£11.97,Yes,Failed,Day,
2023-05-21,"Will Wilson","Watson Ltd",12,£15,Yes,Complete,Day,"2023-05-30 23:27:42"
2023-05-21,"Leo Murray","Fox Ltd",15,£10,Yes,Complete,Day,"2023-05-25 12:01:28"
2023-05-21,"Mason Richards","Young Ltd",3,£18,Yes,Complete,Night,"2023-05-26 19:04:27"
2023-05-21,"Isobel Stevens","Clarke Ltd",13,£11,Yes,Pending,Day,
2023-05-21,"Will Wilson","Smith Ltd",4,£14,Yes,Complete,Night,"2023-05-31 08:27:36"
2023-05-21,"Joshua Harris","Bailey Ltd",13,£15,Yes,Complete,Night,"2023-05-31 02:01:29"
2023-05-21,"Shannon Lee","Rogers Ltd",3,£18.47,Yes,Pending,Day,
2023-05-21,"Kimberly Richards","Harris Ltd",8,£17,Yes,Complete,Night,"2023-05-30 23:29:39"
2023-05-21,"Freya Cox","Graham Ltd",9,£15.6,Yes,Pending,Night,
2023-05-21,"Kirsten Cox","Shaw Ltd",12,£11,Yes,Complete,Day,"2023-05-26 23:23:21"
2023-05-21,"Linda Powell","Cook Ltd",2,£13,Yes,Complete,Day,"2023-05-26 06:32:04"
2023-05-21,"Isobel Stevens","King Ltd",12,£17,No,Complete,Day,"2023-05-28 20:24:10"
2023-05-21,"Freya Cox","Lee Ltd",5,£10.75,Yes,Pending,Day,
2023-05-21,"Bruce Rogers","Rogers Ltd",7,£12.97,Yes,Complete,Night,"2023-05-21 20:26:29"
2023-05-21,"Elliott Jackson","Shaw Ltd",15,£12.86,Yes,Complete,Day,"2023-05-23 13:32:01"
2023-05-21,"Abigail Lewis","Powell Ltd",13,£19.01,Yes,Pending,Day,
2023-05-21,"Sebastian James","Cox Ltd",3,£16.39,Yes,Failed,Day,
2023-05-21,"Dale Chapman","Rose Ltd",5,£19,Yes,Complete,Day,"2023-05-22 20:21:29"
2023-05-21,"Candice Wright","Davies Ltd",8,£13,Yes,Complete,Day,"2023-05-25 03:03:25"
2023-05-21,"Elliot Saunders","Hughes Ltd",14,£10,Yes,Complete,Day,"2023-05-25 12:11:31"
2023-05-21,"Elliot Saunders","Lee Ltd",12,£11.07,Yes,Complete,Day,"2023-05-31 13:07:42"
2023-05-21,"Kelly Edwards","Jones Ltd",10,£13,Yes,Pending,Day,
2023-05-21,"Dale Chapman","Cook Ltd",7,£14.31,Yes,Complete,Day,"2023-05-21 14:14:46"
2023-05-21,"Elliott Jackson","Jones Ltd",10,£14,Yes,Complete,Day,"2023-05-27 07:55:30"
2023-05-21,"Dale Chapman","Richardson Ltd",9,£15,Yes,Pending,Day,
2023-05-21,"Louis Williams","Taylor Ltd",5,£15,Yes,Pending,Day,
2023-05-21,"Isabel Baker","Stewart Ltd",11,£13,Yes,Complete,Night,"2023-05-26 11:58:58"
2023-05-21,"Abigail Lewis","James Ltd",6,£17,Yes,Pending,Day,
2023-05-21,"Mary Jones","Ward Ltd",14,£14,Yes,Complete,Day,"2023-05-22 00:29:49"
2023-05-21,"Mary Jones","Jones Ltd",7,£15,Yes,Pending,Holiday,
2023-05-21,"Isabel Baker","Cox Ltd",15,£13,Yes,Pending,Night,
2023-05-21,"Sebastian James","Anderson Ltd",1,£18.53,No,Complete,Day,"2023-05-26 09:09:56"
2023-05-21,"Freya Patel","Smith Ltd",2,£19.55,Yes,Complete,Day,"2023-05-23 00:57:50"
2023-05-21,"Mohammed Simpson","Clark Ltd",16,£10.95,Yes,Complete,Night,"2023-05-22 21:19:40"
2023-05-21,"Abigail Lewis","Watson Ltd",7,£13.73,No,Complete,Day,"2023-05-22 02:07:51"
2023-05-21,"Eden Parker","Morgan Ltd",5,£14,Yes,Complete,Day,"2023-05-26 18:43:43"
2023-05-21,"Candice Wright","Hughes Ltd",2,£11.24,Yes,Complete,Night,"2023-06-02 03:49:08"
2023-05-21,"Elliot Saunders","Robinson Ltd",4,£12,Yes,Pending,Day,
2023-05-21,"Kimberly Richards","Shaw Ltd",15,£16,Yes,Pending,Day,
2023-05-21,"Sofia Palmer","Ward Ltd",10,£18,Yes,Complete,Day,"2023-05-23 14:04:07"
2023-05-21,"Megan Bell","Cooper Ltd",11,£19,No,Complete,Day,"2023-05-31 06:37:37"
2023-05-21,"Bruce Rogers","Jackson Ltd",9,£17,Yes,Pending,Night,
2023-05-21,"Candice Wright","Jones Ltd",2,£12,Yes,Complete,Day,"2023-05-23 19:56:47"
2023-05-21,"Mary Jones","Lee Ltd",3,£11.27,No,Complete,Day,"2023-05-26 22:51:15"
2023-05-21,"Kelly Edwards","Rogers Ltd",13,£20,Yes,Complete,Day,"2023-05-25 04:25:38"
2023-05-21,"Megan Bell","Robertson Ltd",12,£11,Yes,Pending,Night,
2023-05-21,"Elliott Jackson","Parker Ltd",3,£11.39,Yes,Complete,Night,"2023-05-25 14:40:49"
2023-05-21,"Kimberly Richards","Cook Ltd",14,£16.11,Yes,Complete,Day,"2023-05-21 06:57:33"
2023-05-21,"Sebastian James","Parker Ltd",11,£14,Yes,Complete,Day,"2023-05-26 21:34:49"
2023-05-21,"Megan Bell","Cox Ltd",9,£11.58,Yes,Pending,Day,
2023-05-21,"Dale Chapman","Simpson Ltd",12,£11,Yes,Pending,Day,
2023-05-21,"Megan Bell","Davis Ltd",14,£15,Yes,Complete,Night,"2023-05-26 00:02:44"
2023-05-21,"Eden Parker","Morgan Ltd",14,£18,No,Failed,Day,
2023-05-21,"Sofia Palmer","Cox Ltd",2,£16,Yes,Pending,Day,
2023-05-21,"Candice Wright","Cook Ltd",1,£19.45,No,Complete,Night,"2023-06-01 18:20:59"
2023-05-21,"Eden Parker","Jones Ltd",7,£20,Yes,Pending,Day,
2023-05-21,"Mohammed Simpson","Richardson Ltd",2,£12,Yes,Complete,Day,"2023-05-29 06:35:36"
2023-05-21,"Kimberly Richards","Smith Ltd",10,£20,No,Pending,Day,
2023-05-21,"Sebastian James","Parker Ltd",10,£13.57,Yes,Complete,Day,"2023-05-26 12:22:20"
2023-05-21,"Dale Chapman","Cook Ltd",1,£14,Yes,Complete,Night,"2023-05-29 22:26:48"
2023-05-21,"Michael Bennett","James Ltd",1,£18,No,Pending,Day,
2023-05-21,"Eden Parker","Stewart Ltd",5,£11,Yes,Complete,Night,"2023-05-24 04:07:22"
2023-05-21,"Kimberly Richards","Rose Ltd",6,£11.96,Yes,Pending,Day,
2023-05-21,"Freya Patel","Anderson Ltd",11,£15,No,Pending,Holiday,
2023-05-21,"Michael Bennett","Parker Ltd",6,£19.96,Yes,Complete,Day,"2023-05-29 14:16:27"
2023-05-21,"Louis Williams","Thomas Ltd",13,£10,No,Complete,Day,"2023-05-28 08:05:30"
2023-05-21,"Edward Wilson","Morgan Ltd",10,£18,No,Complete,Day,"2023-06-02 02:18:58"
2023-05-21,"Isabel Baker","Cooper Ltd",13,£14.56,Yes,Pending,Night,
2023-05-21,"Kimberly Richards","Morgan Ltd",4,£20,Yes,Complete,Day,"2023-05-23 00:22:43"
2023-05-21,"Freya Cox","Robinson Ltd",10,£10,No,Pending,Day,
2023-05-21,"Louis Williams","James Ltd",12,£14,Yes,Pending,Day,
2023-05-21,"Michael Bennett","Bailey Ltd",8,£11,Yes,Pending,Day,
2023-05-21,"Elliot Saunders","Graham Ltd",9,£20,Yes,Complete,Day,"2023-05-26 10:41:31"
2023-05-21,"Sarah Butler","Butler Ltd",6,£19,Yes,Processing,Day,
2023-05-21,"Candice Wright","Murray Ltd",5,£13,Yes,Complete,Day,"2023-06-02 08:24:56"
2023-05-21,"Candice Wright","Thompson Ltd",1,£20,Yes,Failed,Day,
2023-05-21,"Isabel Baker","Mason Ltd",14,£11,Yes,Complete,Day,"2023-06-01 20:07:01"
2023-05-21,"Candice Wright","Anderson Ltd",13,£16,Yes,Complete,Day,"2023-05-23 10:19:55"
2023-05-21,"Sarah Butler","Murray Ltd",8,£12,Yes,Pending,Day,
2023-05-21,"Freya Cox","Stewart Ltd",14,£19,Yes,Complete,Holiday,"2023-06-01 09:15:40"
2023-05-21,"Dale Chapman","Smith Ltd",6,£14,Yes,Complete,Day,"2023-05-25 05:58:39"
2023-05-21,"Will Wilson","Stewart Ltd",7,£19,Yes,Complete,Day,"2023-05-31 18:19:40"
2023-05-21,"Eden Parker","Clark Ltd",10,£19,Yes,Complete,Day,"2023-05-28 23:54:50"
2023-05-21,"Eden Parker","Richardson Ltd",9,£17,Yes,Pending,Day,
2023-05-21,"Louis Williams","Watson Ltd",2,£14.85,Yes,Pending,Day,
2023-05-21,"Mohammed Simpson","Chapman Ltd",9,£14.73,Yes,Complete,Night,"2023-05-26 04:23:19"
2023-05-21,"Eden Parker","Hughes Ltd",16,£20,Yes,Pending,Day,
2023-05-21,"Sarah Butler","Davis Ltd",3,£17.91,Yes,Complete,Day,"2023-05-26 11:15:16"
2023-05-22,"Poppy Hill","Saunders Ltd",6,£12,Yes,Complete,Day,"2023-05-26 07:41:14"
2023-05-22,"Eden Parker","Murray Ltd",6,£13,Yes,Complete,Day,"2023-05-25 20:28:16"
2023-05-22,"Abigail Lewis","White Ltd",15,£17,Yes,Complete,Night,"2023-05-27 05:43:40"
2023-05-22,"Candice Wright","Griffiths Ltd",9,£10,Yes,Pending,Day,
2023-05-22,"Poppy Hill","Shaw Ltd",15,£15.37,Yes,Complete,Night,"2023-05-31 11:29:26"
2023-05-22,"Mohammed Simpson","Hughes Ltd",3,£19,Yes,Complete,Day,"2023-05-30 20:40:43"
2023-05-22,"Will Wilson","Griffiths Ltd",13,£15,No,Complete,Day,"2023-05-30 23:00:38"
2023-05-22,"Will Wilson","Lloyd Ltd",11,£19,Yes,Complete,Day,"2023-06-01 01:22:38"
2023-05-22,"Sophia Murray","Cooper Ltd",3,£19,Yes,Complete,Night,"2023-05-25 19:34:48"
2023-05-22,"Isabel Baker","Fox Ltd",15,£16.7,No,Complete,Night,"2023-05-29 05:18:21"
2023-05-22,"Bruce Rogers","Murray Ltd",2,£13,Yes,Complete,Day,"2023-05-26 16:03:25"
2023-05-22,"Bruce Rogers","Rose Ltd",12,£10.8,Yes,Complete,Day,"2023-05-26 21:19:52"
2023-05-22,"Abigail Lewis","Fox Ltd",11,£16.1,Yes,Pending,Day,
2023-05-22,"Kirsten Cox","Murray Ltd",9,£14,Yes,Complete,Day,"2023-05-29 16:52:52"
2023-05-22,"Mohammed Simpson","Robinson Ltd",9,£14,Yes,Complete,Day,"2023-05-22 02:26:00"
2023-05-22,"Poppy Hill","Morgan Ltd",8,£18,Yes,Pending,Day,
2023-05-22,"Will Wilson","Richards Ltd",16,£15,Yes,Complete,Day,"2023-05-27 20:20:10"
2023-05-22,"Candice Wright","Taylor Ltd",13,£13.19,Yes,Complete,Night,"2023-05-27 17:54:26"
2023-05-22,"Mohammed Simpson","Shaw Ltd",4,£15.83,Yes,Pending,Day,
2023-05-22,"Eden Parker","Fox Ltd",3,£16.68,Yes,Complete,Day,"2023-05-31 11:25:30"
2023-05-22,"Mohammed Simpson","Powell Ltd",6,£14.28,Yes,Complete,Day,"2023-05-27 15:42:27"
2023-05-22,"Candice Wright","Davies Ltd",7,£13,Yes,Complete,Day,"2023-05-31 16:26:01"
2023-05-22,"Eden Graham","Griffiths Ltd",5,£20,No,Complete,Day,"2023-05-28 21:54:56"
2023-05-22,"Mohammed Simpson","Clarke Ltd",2,£11,Yes,Processing,Day,
2023-05-22,"Mohammed Simpson","Butler Ltd",2,£20,Yes,Pending,Day,
2023-05-22,"Eden Graham","Clarke Ltd",7,£13,Yes,Pending,Day,
2023-05-22,"Candice Wright","Murray Ltd",2,£18.16,No,Complete,Night,"2023-05-26 13:28:08"
2023-05-22,"Elliott Jackson","Adams Ltd",4,£20,Yes,Pending,Day,
2023-05-22,"Mohammed Simpson","Rogers Ltd",4,£11,No,Pending,Night,
2023-05-22,"Isabel Baker","Shaw Ltd",6,£12.52,Yes,Complete,Day,"2023-05-29 11:04:02"
2023-05-22,"Poppy Hill","Chapman Ltd",11,£10,Yes,Failed,Day,
2023-05-22,"Bruce Rogers","Stewart Ltd",10,£17.36,Yes,Complete,Day,"2023-05-28 03:16:06"
2023-05-22,"Eden Graham","Jackson Ltd",4,£12,No,Pending,Day,
2023-05-22,"Will Wilson","Parker Ltd",6,£16,No,Complete,Day,"2023-06-01 13:40:34"
2023-05-22,"Shannon Lee","Knight Ltd",3,£11,Yes,Pending,Night,
2023-05-22,"Elliott Jackson","Cooper Ltd",1,£18,Yes,Complete,Day,"2023-05-26 01:50:54"
2023-05-22,"Eden Parker","Harris Ltd",1,£13,Yes,Complete,Day,"2023-05-27 10:47:21"
2023-05-22,"Shannon Lee","Saunders Ltd",7,£18,No,Complete,Day,"2023-05-24 17:35:18"
2023-05-22,"Will Wilson","Thompson Ltd",11,£12,Yes,Pending,Day,
2023-05-22,"Bruce Rogers","Carter Ltd",11,£15,No,Pending,Day,
2023-05-22,"Kirsten Cox","Robertson Ltd",5,£13,Yes,Failed,Day,
2023-05-22,"Eden Parker","Parker Ltd",8,£17,Yes,Pending,Day,
2023-05-22,"Elliott Jackson","Cook Ltd",9,£11,Yes,Pending,Holiday,
2023-05-22,"Candice Wright","Parker Ltd",14,£16.49,Yes,Complete,Night,"2023-05-31 03:47:03"
2023-05-22,"Mohammed Simpson","Bailey Ltd",11,£14.62,No,Complete,Day,"2023-05-26 07:41:52"
2023-05-22,"Mohammed Simpson","Ward Ltd",6,£20,Yes,Complete,Day,"2023-05-28 00:52:44"
2023-05-22,"Shannon Lee","Stewart Ltd",11,£12,Yes,Complete,Day,"2023-05-27 16:10:16"
2023-05-22,"Sofia Palmer","Smith Ltd",4,£17,Yes,Complete,Night,"2023-05-23 07:15:34"
2023-05-22,"Candice Wright","Clarke Ltd",9,£15,Yes,Complete,Day,"2023-05-28 00:25:42"
